A	Coef.CD24HvsEpCAM	Coef.CD24LvsEpCAM	Coef.AirwayvsEpCAM	Coef.CD24HvsCD24L	t.CD24HvsEpCAM	t.CD24LvsEpCAM	t.AirwayvsEpCAM	t.CD24HvsCD24L	p.value.CD24HvsEpCAM	p.value.CD24LvsEpCAM	p.value.AirwayvsEpCAM	p.value.CD24HvsCD24L	Res.CD24HvsEpCAM	Res.CD24LvsEpCAM	Res.AirwayvsEpCAM	Res.CD24HvsCD24L	Genes.ENTREZID	Genes.GENENAME	Genes.SYMBOL	Genes.TXCHROM	Genes.TXSTART	Genes.TXEND
211484	3.95792876699282	4.91827350792041	1.88933626953727	3.40380488872884	3.02893723838314	10.2362461934993	2.10181652643092	6.32303463901694	7.50863983291725	6.18403546256255e-07	0.0308716800773608	4.21173476596256e-05	9.83792830420849e-06	1	0	1	1	211484	testis specific 10	Tsga10	chr1	37754572	37865082
623661	1.85556970950574	1.18879220731584	0.613619364254369	0.901205785785105	0.575172843061473	0.748798879254054	0	0	0	0.235556387178302	0.902750880986276	0.656464555926898	0.950379659416452	0	0	0	0	623661	lipoyltransferase 1	Lipt1	chr1	37872206	37876298
69028	3.71053832174786	-0.0100453998888828	0.529400913637033	0.259677756874075	-0.539446313525916	0	0	0	0	0.999929032534021	0.972945135052495	0.998531216776587	0.974165930487706	0	0	0	0	69028	MIT, microtubule interacting and transport, domain containing 1	Mitd1	chr1	37878890	37890411
107734	4.72477311947525	-0.804802817573877	0.0229484802455202	-0.390927168664178	-0.827751297819397	0	0	0	0	0.916719255607117	0.999997526231238	0.999876844018756	0.889403666441939	0	0	0	0	107734	mitochondrial ribosomal protein L30	Mrpl30	chr1	37890553	37898333
98258	5.27469953044208	0.0804053413252266	0.00497186633226487	0.0426886038287462	0.0754334749929617	0	0	0	0	0.99999276284659	0.999999481926178	0.999998834446374	0.999992665861351	0	0	0	0	98258	thioredoxin domain containing 9	Txndc9	chr1	37983867	37997208
226982	6.5773512789389	0.0306921627063508	0.653623611239945	0.342157886973149	-0.622931448533595	0	0	0	0	0.999997735662285	0.991898682895538	0.999956617746911	0.994951695937605	0	0	0	0	226982	eukaryotic translation initiation factor 5B	Eif5b	chr1	37998010	38055579
56210	3.78345289293614	-0.628787316439225	-0.148497941798946	-0.388642629119085	-0.480289374640279	0	0	0	0	0.985087932779115	0.99992710443255	0.999690219874675	0.996773141647037	0	0	0	0	56210	REV1, DNA directed polymerase	Rev1	chr1	38052786	38083827
16764	2.20439512276126	0.581962473846957	0.751608570259136	0.666785522053046	-0.169646096412179	0	0	0	0	0.784679990373028	0.676846045666457	0.753741837547414	0.959977653882321	0	0	0	0	16764	AF4/FMR2 family, member 3	Aff3	chr1	38175991	38627244
68833	5.71742585574143	0.525071033343516	0.0344771136180064	0.279774073480761	0.49059391972551	0	0	0	0	0.999835851762621	0.999999760000909	0.999998256189535	0.999899426668069	0	0	0	0	68833	phosducin-like 3	Pdcl3	chr1	38987814	38997236
18143	5.09919478129685	0.0498523166551808	-0.353573199667018	-0.151860441505918	0.403425516322199	0	0	0	0	0.999680083275173	0.991376400282555	0.999450215728832	0.988297161094183	0	0	0	0	18143	neuronal PAS domain protein 2	Npas2	chr1	39194272	39363240
114641	1.94366583861564	-0.513784428077112	0.321813180045582	-0.095985624015765	-0.835597608122693	0	0	0	0	0.949926009873569	0.988382198981194	0.999078668465057	0.727037772560119	0	0	0	0	114641	ribosomal protein L31	Rpl31	chr1	39367851	39371366
54610	6.11174950925421	-0.538237531091731	-0.587988402068794	-0.563112966580263	0.0497508709770633	0	0	0	0	0.997630996603352	0.994969682925077	0.998597736483721	0.999992248384601	0	0	0	0	54610	TBC1 domain family, member 8	Tbc1d8	chr1	39371496	39478747
52846	4.57394326925501	0.40267850714338	0.0889869906031127	0.245832748873246	0.313691516540267	0	0	0	0	0.999880105625655	0.999995278707625	0.999992819771477	0.999958125035638	0	0	0	0	52846	CCR4-NOT transcription complex, subunit 11	Cnot11	chr1	39535554	39546877
67702	5.8047720801932	-0.780913244664635	-0.714718339372205	-0.74781579201842	-0.0661949052924307	0	0	0	0	0.929230357535234	0.965695507009554	0.970027074114358	0.999979231013797	0	0	0	0	67702	ring finger protein 149	Rnf149	chr1	39551296	39577347
26921	6.44704090941091	-0.169277661314224	-0.331756208936643	-0.250516935125433	0.16247854762242	0	0	0	0	0.999978894449376	0.999856064581352	0.999983739128398	0.99997830588714	0	0	0	0	26921	mitogen-activated protein kinase kinase kinase kinase 4	Map4k4	chr1	39900913	40026310
16178	0.652508592271759	1.2129813713672	1.76511587688061	1.4890486241239	-0.552134505513407	0.470758119396134	1.71348961688726	1.19144083404119	0	0.324231898488714	0.0586424948521147	0.130461513432391	0.876177063259815	0	0	0	0	16178	interleukin 1 receptor, type II	Il1r2	chr1	40084768	40125226
16177	6.43160269738879	0.741855531480664	-0.428475833801063	0.1566898488398	1.17033136528173	0	0	0	1.16598247727094	0.949520844033827	0.998430480129805	0.999975497377983	0.135247624757061	0	0	0	0	16177	interleukin 1 receptor, type I	Il1r1	chr1	40225080	40316177
107527	2.6821685908307	2.75838714486089	2.56119777169766	2.65979245827927	0.197189373163229	5.76483566364887	4.96915528851088	5.65561682523821	0	8.84427993235417e-05	0.000275623033890531	0.000102807601142932	0.998943597687984	1	1	1	0	107527	interleukin 1 receptor-like 2	Il1rl2	chr1	40324627	40365471
16182	7.84795819718682	0.801781391392434	-0.00740538743574248	0.397188001978345	0.809186778828177	0	0	0	0	0.925094273052901	0.99999911461412	0.999865054541637	0.917758379388231	0	0	0	0	16182	interleukin 18 receptor 1	Il18r1	chr1	40465552	40491580
16174	1.03980279940431	-2.24042337872252	-0.257202270094854	-1.24881282440868	-1.98322110862766	-4.2491793757231	0	-1.1508991150012	-3.26542242695474	0.000833059050616043	0.995504727607337	0.138185233638429	0.00421085484802026	-1	0	0	-1	16174	interleukin 18 receptor accessory protein	Il18rap	chr1	40515362	40526917
110895	-0.954936068959543	0.427099161359632	2.82056622591626	1.62383269363795	-2.39346706455663	0	3.74874699902361	1.31485859237164	-3.14584668158128	0.849586821534818	0.00187956209647515	0.108979182378474	0.00516869398732546	0	1	0	-1	110895	solute carrier family 9 (sodium/hydrogen exchanger), member 4	Slc9a4	chr1	40580227	40630731
226999	0.87573486647549	6.851998808546	5.33737233587252	6.09468557220926	1.51462647267348	10.8113425244935	7.71317674537936	9.43200202469788	2.27062336793739	3.87058545783253e-07	8.02066481316506e-06	1.34473058838096e-06	0.023174428584608	1	1	1	0	226999	solute carrier family 9 (sodium/hydrogen exchanger), member 2	Slc9a2	chr1	40681712	40727160
211798	2.80134771684573	1.2743153968435	1.19352146399259	1.23391843041804	0.0807939328509022	1.30459248336056	0.880948899295758	1.19528271083915	0	0.11052993974196	0.199442702191662	0.129683791821829	0.999850601519702	0	0	0	0	211798	major facilitator superfamily domain containing 9	Mfsd9	chr1	40772040	40790657
69527	5.10230888593486	-1.26763202194293	-1.02624868298697	-1.14694035246495	-0.241383338955958	-2.49938888163869	-0.240959920336785	-1.60649595020285	0	0.0156653940970045	0.407210745430327	0.0695169693091617	0.999971057287401	0	0	0	0	69527	mitochondrial ribosomal protein S9	Mrps9	chr1	42851233	42881931
73122	5.8013840963678	-1.22967035084726	-1.25292411352005	-1.24129723218365	0.023253762672792	-2.22857191428058	-2.38816063013311	-2.70516559816261	0	0.0248930714558179	0.0189585921346916	0.0109946432542575	0.999999302367481	0	0	0	0	73122	transforming growth factor, beta receptor associated protein 1	Tgfbrap1	chr1	43047269	43092486
98404	4.56203553092652	-0.822174558916159	-0.581832922649584	-0.702003740782871	-0.240341636266575	0	0	0	0	0.819059382946665	0.973903158019284	0.954120929969047	0.998416479240286	0	0	0	0	98404	expressed sequence AI597479	AI597479	chr1	43098710	43115946
14200	2.25026350669334	5.58915947693314	4.06774152121163	4.82845049907239	1.5214179557215	9.47065817864621	6.07566171243939	7.94006908610334	2.34223828781289	1.28118971824161e-06	5.876019462799e-05	6.15707040020214e-06	0.0205084550174326	1	1	1	0	14200	four and a half LIM domains 2	Fhl2	chr1	43123071	43163961
17974	4.85526155401868	1.01385666796207	0.42510205093296	0.719479359447513	0.588754617029107	0.130601382447267	0	0	0	0.449331468077131	0.999773388727623	0.992200194530923	0.998742293691748	0	0	0	0	17974	non-catalytic region of tyrosine kinase adaptor protein 2	Nck2	chr1	43445751	43462222
78896	0.0439984507907569	5.51121753630608	2.39083654399516	3.95102704015062	3.12038099231092	6.88930361736601	1.83855600589227	4.40349292421486	4.67559513298383	2.13133525400206e-05	0.0483864231204121	0.000664222313950066	0.000430405704138797	1	0	1	1	78896	RIKEN cDNA 1500015O10 gene	1500015O10Rik	chr1	43730602	43742564
67883	3.8161132120744	0.683487214496704	0.247786164670501	0.465636689583602	0.435701049826203	0	0	0	0	0.983060034955503	0.999845895905692	0.999433449116523	0.99938334191864	0	0	0	0	67883	UDP-glucuronate decarboxylase 1	Uxs1	chr1	43750231	43827708
100503192	2.67785676466266	-0.236137976421229	-0.365194366233835	-0.300666171327532	0.129056389812607	0	0	0	0	0.999481646483049	0.997191737459645	0.999569488781632	0.999703575653385	0	0	0	0	100503192	ADP-ribosylation factor 1-like	Gm19587	NA	NA	NA
22019	5.79670192757069	0.114725171177959	0.380513906402605	0.247619538790282	-0.265788735224646	0	0	0	0	0.998470930032011	0.986696892429486	0.997776700661597	0.994766584041223	0	0	0	0	22019	tripeptidyl peptidase II	Tpp2	chr1	43933994	43957003
75623	2.95309337107668	-0.260995185550565	0.0164477283100761	-0.122273728620244	-0.277442913860641	0	0	0	0	0.977596751575175	0.99886083202266	0.995494276308807	0.973783405424355	0	0	0	0	75623	testis expressed 30	Tex30	chr1	44086617	44102343
72050	4.07121616694629	0.293519565026555	0.0215727452928629	0.157546155159709	0.271946819733692	0	0	0	0	0.999869682172622	0.999994854651251	0.99998711310887	0.999881427470138	0	0	0	0	72050	KDEL (Lys-Asp-Glu-Leu) containing 1	Kdelc1	chr1	44106546	44118773
246229	3.79885129677871	-0.0829627315379415	-0.0678278682050535	-0.0753952998714973	-0.015134863332888	0	0	0	0	0.999441757162475	0.99939493777395	0.999778038238458	0.999886001741736	0	0	0	0	246229	basic, immunoglobulin-like variable motif containing	Bivm	chr1	44119162	44144771
22592	4.38879600782022	-0.337521121161841	-0.146789619192954	-0.242155370177398	-0.190731501968887	0	0	0	0	0.999631146732014	0.999940211171114	0.999955158006844	0.999900292211291	0	0	0	0	22592	excision repair cross-complementing rodent repair deficiency, complementation group 5	Ercc5	chr1	44147744	44178374
70676	2.17583830374772	-1.62404704696415	0.0658969006851855	-0.779075073139482	-1.68994394764934	-1.51550594297275	0	0	-1.66319388751259	0.0802326404488202	0.994933739002238	0.749678101024793	0.063553898747644	0	0	0	0	70676	GULP, engulfment adaptor PTB domain containing 1	Gulp1	chr1	44551671	44788874
12825	7.1070759351859	-2.54275272996728	-0.953357268146845	-1.74805499905706	-1.58939546182043	-5.14537008313823	0	-2.93403783502108	-1.95387783267699	0.00021258598613365	0.56178064042821	0.00741686076202899	0.0395214709135601	-1	0	-1	0	12825	collagen, type III, alpha 1	Col3a1	chr1	45311538	45325018
12832	4.29229507678027	-2.33024595101373	-0.958716424178529	-1.64448118759613	-1.3715295268352	-3.67839581914199	0	-2.31556733342574	-0.964780452902237	0.00210583119929168	0.55112930353782	0.0214654390778164	0.178678238398107	-1	0	0	0	12832	collagen, type V, alpha 2	Col5a2	chr1	45374331	45503282
73674	4.28452195125894	-0.248550070708889	0.483758479409562	0.117604204350337	-0.732308550118451	0	0	0	0	0.999477241033458	0.995335203334972	0.999957386516945	0.93688831489521	0	0	0	0	73674	WD repeat domain 75	Wdr75	chr1	45795501	45823613
433297	4.47703278577338	-0.115087897323264	-0.21304499638503	-0.164066446854147	0.097957099061766	0	0	0	0	0.999026686679051	0.996765693773114	0.999276175772932	0.998972739294844	0	0	0	0	433297	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle pseudogene	Gm5526	NA	NA	NA
53945	1.28279939875279	-1.26794193062775	0.0029033563048102	-0.632519287161472	-1.27084528693256	-0.918544590723296	0	0	-0.91390822719122	0.18991222155951	0.999942536485386	0.927370688788724	0.191071574490131	0	0	0	0	53945	solute carrier family 40 (iron-regulated transporter), member 1	Slc40a1	chr1	45908070	45925594
227058	4.10180453531895	5.96825617005785	3.2299636383379	4.59910990419788	2.73829253171994	11.9028568569572	5.1096192964839	8.74481796756597	7.63632727597215	1.53425225056445e-07	0.00022483726847673	2.59560270868004e-06	8.48928450780914e-06	1	1	1	1	227058	dynein, axonemal, heavy chain 7B	Dnah7b	chr1	46066738	46373550
100101919	3.28803074776942	7.02515167993725	3.70860695170181	5.36687931581953	3.31654472823544	11.4686232491116	4.89616103577976	8.3225030289839	9.24275096512177	2.23284315471467e-07	0.000310307666109375	4.10009279439463e-06	1.55206804658691e-06	1	1	1	1	100101919	dynein, axonemal, heavy chain 7C	Dnah7c	chr1	46425518	46807477
227059	5.13692122981166	1.2614850415181	1.1159637877097	1.1887244146139	0.145521253808406	1.14148458200298	0.494459817310264	0.912914240256309	0	0.140044099425398	0.315797179646822	0.19131277622058	0.999031440596788	0	0	0	0	227059	solute carrier family 39 (zinc transporter), member 10	Slc39a10	chr1	46807544	46853509
56363	0.573870375819579	0.272225598621533	1.21063336119884	0.741429479910187	-0.938407762577308	0	0.372355196804532	0	0	0.904494412086152	0.360115120962948	0.689582141391248	0.547515530765475	0	0	0	0	56363	transmembrane protein with EGF-like and two follistatin-like domains 2	Tmeff2	chr1	50909962	50979920
20324	7.03991891498174	1.29797498788759	2.17184770746941	1.7349113476785	-0.873872719581827	2.06058073069587	8.1230564541571	5.81420777603176	0	0.0330651728931402	4.9320973292568e-06	8.25610711914344e-05	0.806021212973312	0	1	1	0	20324	caveolae associated 2	Cavin2	chr1	51289126	51302960
109019	4.79777147013815	0.00904854137206179	0.179540433598458	0.0942944874852598	-0.170491892226396	0	0	0	0	0.998846005793369	0.973385339112597	0.992264140010587	0.976576558536737	0	0	0	0	109019	nucleic acid binding protein 1	Nabp1	chr1	51466007	51478399
17912	6.93585613410561	0.184504597562438	-0.149573852836045	0.0174653723631968	0.334078450398483	0	0	0	0	0.999992740316214	0.999994717379376	0.999999890270357	0.999956427880997	0	0	0	0	17912	myosin IB	Myo1b	chr1	51749758	51915978
20849	0.336144812824665	2.77876359965033	4.72405791263682	3.75141075614357	-1.94529431298649	4.06706427908026	9.07841156476723	6.79141477116981	-3.77858960622485	0.00111720212423961	1.85407233653591e-06	2.33217211975008e-05	0.00178325669006035	1	1	1	-1	20849	signal transducer and activator of transcription 4	Stat4	chr1	51987148	52107189
20846	5.66594357716738	0.397640947443898	0.20189715863785	0.299769053040873	0.195743788806047	0	0	0	0	0.999832140734851	0.999979175623302	0.99998209708294	0.999984628355731	0	0	0	0	20846	signal transducer and activator of transcription 1	Stat1	chr1	52119438	52137852
14660	6.25169696456575	0.250724844784097	0.24290933672601	0.246817090755053	0.00781550805808706	0	0	0	0	0.992318008984988	0.992360074580022	0.996327713373669	0.999846910700929	0	0	0	0	14660	glutaminase	Gls	chr1	52163450	52233232
17936	6.09147831138322	-0.0441820256028791	0.0249089578253718	-0.00963653388875407	-0.0690909834282509	0	0	0	0	0.999681152539456	0.999809274378429	0.999973230298339	0.999472261783336	0	0	0	0	17936	Ngfi-A binding protein 1	Nab1	chr1	52455849	52500448
227094	4.02144289773491	-1.32993530426768	-0.7897400778427	-1.05983769105519	-0.540195226424985	-2.15194162044823	0	-0.470877284826306	0	0.0283467335429141	0.903204824327497	0.323881551672763	0.989801575475047	0	0	0	0	227094	nuclear envelope integral membrane protein 2	Nemp2	chr1	52630705	52651919
98682	6.6466759645454	0.591865972549732	-0.0150662083863677	0.288399882081682	0.606932180936099	0	0	0	0	0.994533178920259	0.999997405408054	0.999951407866127	0.993195340100188	0	0	0	0	98682	major facilitator superfamily domain containing 6	Mfsd6	chr1	52656305	52727318
16329	3.42347824119045	0.783943207032765	0.680648848029713	0.732296027531239	0.103294359003051	0	0	0	0	0.927030025574819	0.974441359037969	0.97057647386092	0.999986321218942	0	0	0	0	16329	inositol polyphosphate-1-phosphatase	Inpp1	chr1	52789420	52817688
227095	4.79472083856481	0.00680069606471267	0.286093428718863	0.146447062391788	-0.279292732654151	0	0	0	0	0.999980866606496	0.997996462186396	0.999796324700569	0.998362536907857	0	0	0	0	227095	3-hydroxyisobutyryl-Coenzyme A hydrolase	Hibch	chr1	52845038	52860165
227099	1.27742095532864	-1.00026711458075	0.101165600148803	-0.449550757215973	-1.10143271472955	-0.000639348237148166	0	0	-0.242123521358564	0.500112632827047	0.98809588093029	0.932439824307136	0.407028989529949	0	0	0	0	227099	PMS1 homolog 1, mismatch repair system component	Pms1	chr1	53189189	53297028
227102	3.96835414398629	-1.3425441423978	-0.580244964041349	-0.961394553219576	-0.762299178356455	-1.18398746390996	0	0	0	0.131811582472622	0.920911202760235	0.563184633825077	0.770726301620441	0	0	0	0	227102	ORM1-like 1 (S. cerevisiae)	Ormdl1	chr1	53297095	53301953
72085	3.26813454153465	-0.815071341543655	-0.353633295367175	-0.584352318455415	-0.46143804617648	0	0	0	0	0.865801085645449	0.998977175366194	0.994583901518063	0.995444046829447	0	0	0	0	72085	O-sialoglycoprotein endopeptidase-like 1	Osgepl1	chr1	53313624	53324064
70396	4.60162914578616	-0.681986864273082	0.127318247792583	-0.277334308240249	-0.809305112065664	0	0	0	0	0.980929362639028	0.999979234542735	0.999962937594692	0.908165930912444	0	0	0	0	70396	asparagine synthetase domain containing 1	Asnsd1	chr1	53325507	53352752
627872	3.01302356966005	7.07877611183567	3.6423370466992	5.36055657926744	3.43643906513647	13.779791825151	5.64500439552492	9.86310929623535	11.4131297262196	3.88842946750442e-08	0.000105049707320466	8.78436342698381e-07	2.20211521204275e-07	1	1	1	1	627872	dynein, axonemal, heavy chain 7A	Dnah7a	chr1	53397002	53706784
98267	4.3085188583449	-0.380137090875851	0.452823318877326	0.0363431140007373	-0.832960409753177	0	0	0	0	0.981466562107635	0.974024814474838	0.999727208851533	0.739157868320457	0	0	0	0	98267	serine/threonine kinase 17b (apoptosis-inducing)	Stk17b	chr1	53755512	53785215
329152	2.77595553377533	0.375155784511011	1.03839621098672	0.706775997748863	-0.663240426475704	0	0.105993163522699	0	0	0.940906838164492	0.458941668315803	0.804867554624725	0.83424495966461	0	0	0	0	329152	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	Hecw2	chr1	53806874	54195034
78016	2.73063244534027	6.87949642317744	3.9556305239469	5.41756347356217	2.92386589923054	8.8652996667626	4.22900389518827	6.65234601101056	6.31954184751539	2.40839016825727e-06	0.000875966330776156	2.85663564614293e-05	4.21863167228441e-05	1	1	1	1	78016	coiled-coil domain containing 150	Ccdc150	chr1	54250683	54278961
98488	3.80561319090338	0.0911596568332573	0.0626790086290328	0.076919332731145	0.0284806482042246	0	0	0	0	0.999480201547091	0.999526246788535	0.999803031248474	0.999839468163865	0	0	0	0	98488	general transcription factor IIIC, polypeptide 3	Gtf3c3	chr1	54395877	54439026
241062	2.94644206868948	-1.95890302151863	-0.430918304706795	-1.19491066311271	-1.52798471681184	-3.60789418760685	0	-0.967625146458131	-1.89450082717355	0.00236614787816297	0.985964686162476	0.177948823605964	0.0436056009549169	-1	0	0	0	241062	post-GPI attachment to proteins 1	Pgap1	chr1	54473000	54557684
