A	Coef.BasalvsNon	Coef.BasalvsAirway	Coef.BasalvsEpCAM	t.BasalvsNon	t.BasalvsAirway	t.BasalvsEpCAM	p.value.BasalvsNon	p.value.BasalvsAirway	p.value.BasalvsEpCAM	Res.BasalvsNon	Res.BasalvsAirway	Res.BasalvsEpCAM	Genes.ENTREZID	Genes.GENENAME	Genes.SYMBOL	Genes.TXCHROM	Genes.TXSTART	Genes.TXEND
67702	5.61408325652475	-0.567541471064122	-0.589891988113778	-1.38053589819295	0	0	-3.37393748479673	0.999252822080494	0.999488316078272	0.002179161407973	0	0	-1	67702	ring finger protein 149	Rnf149	chr1	39551296	39577347
26921	6.41849814110335	0.882233620445911	0.372015128665608	0.0806765258378235	0	0	0	0.890919494627149	0.99999928803022	0.999999967126714	0	0	0	26921	mitogen-activated protein kinase kinase kinase kinase 4	Map4k4	chr1	39900913	40026310
16178	1.65042490571383	2.38989437625669	3.13330253059281	4.5779228423352	8.24126830787121	10.740469200297	9.71316683215896	3.82417703291596e-07	1.37679048451933e-08	5.00830182599546e-08	1	1	1	16178	interleukin 1 receptor, type II	Il1r2	chr1	40084768	40125226
16177	6.32542600952664	0.450664375815457	-0.1751406743927	-0.0588430752994507	0	0	0	0.999706285092013	0.999998748162912	0.999998856321412	0	0	0	16177	interleukin 1 receptor, type I	Il1r1	chr1	40225080	40316177
107527	3.75184970082681	1.23597077933432	2.32694883627378	4.94338846108914	2.44919860811168	12.4664749082582	15.6113894496615	0.0137942185831054	1.94060118741906e-09	9.27887797820938e-11	0	1	1	107527	interleukin 1 receptor-like 2	Il1rl2	chr1	40324627	40365471
16182	7.35719382966324	-0.443648817611487	-1.66188513740141	-1.30571211310467	0	-6.66285732184849	-2.66718070404421	0.999884399933488	4.529293762527e-06	0.00899541271393083	0	-1	-1	16182	interleukin 18 receptor 1	Il18r1	chr1	40465552	40491580
16174	0.284895763784217	-2.42633373178496	-2.76546499668383	-4.05630396105669	-4.45933560301204	-5.63950680571679	-9.68013038946459	0.000249325076543131	2.68914487449937e-05	5.22094283302506e-08	-1	-1	-1	16174	interleukin 18 receptor accessory protein	Il18rap	chr1	40515362	40526917
110895	0.65836845996624	-3.47262924657006	1.68113375875076	3.26074085504265	-12.5041247773157	2.01461322183721	3.98478469995965	1.86470927353079e-09	0.0314545953371458	0.000638645045650761	-1	0	1	110895	solute carrier family 9 (sodium/hydrogen exchanger), member 4	Slc9a4	chr1	40580227	40630731
226999	1.54533377425678	-0.436964661057861	-0.657701834600193	5.41228925842461	0	0	8.93175068526867	0.999452738933553	0.985731730120861	1.43977739259475e-07	0	0	1	226999	solute carrier family 9 (sodium/hydrogen exchanger), member 2	Slc9a2	chr1	40681712	40727160
211798	3.02185526319854	-1.24487945488147	-0.564235845671748	0.627080928849751	-2.01637422603887	0	0	0.0313521386181733	0.997657891227857	0.956115350327736	0	0	0	211798	major facilitator superfamily domain containing 9	Mfsd9	chr1	40772040	40790657
69527	4.80795247656902	0.124015312100455	-0.370806303424048	-1.55895724865857	0	0	-7.03994744858357	0.999999988386155	0.999999747879364	2.43623163240097e-06	0	0	-1	69527	mitochondrial ribosomal protein S9	Mrps9	chr1	42851233	42881931
73122	5.87094227703319	0.0434640894626401	0.527207840162212	-0.754579296633399	0	0	0	0.99999999748667	0.99999310107961	0.995506021702492	0	0	0	73122	transforming growth factor, beta receptor associated protein 1	Tgfbrap1	chr1	43047269	43092486
98404	4.59628814312435	0.264653536596359	0.379325877819214	-0.367189290061314	0	0	0	0.999980305109972	0.999923386870104	0.999825015564595	0	0	0	98404	expressed sequence AI597479	AI597479	chr1	43098710	43115946
14200	2.37486390015847	-3.10081242477778	-2.92996041603768	1.85676558810804	-5.64426874206057	-5.09967267337006	1.0257019734979	2.66673824748652e-05	7.28978954518246e-05	0.16291756594356	-1	-1	0	14200	four and a half LIM domains 2	Fhl2	chr1	43123071	43163961
17974	5.0269905607465	0.119903522574841	0.166390632840189	0.84417196183182	0	0	0	0.999999999147413	0.999999999306482	0.96128976409067	0	0	0	17974	non-catalytic region of tyrosine kinase adaptor protein 2	Nck2	chr1	43445751	43462222
78896	-0.707937992190127	-1.67949811005154	-4.11939086792863	-0.211636002038453	-1.29021343951276	-6.71440741053742	0	0.108675791406422	4.16629559736554e-06	0.914534949763563	0	-1	0	78896	RIKEN cDNA 1500015O10 gene	1500015O10Rik	chr1	43730602	43742564
67883	3.74384593224155	-0.440356200340028	-0.633423527005632	-0.211042811597729	0	0	0	0.999994269814765	0.999715675907591	0.999998079800549	0	0	0	67883	UDP-glucuronate decarboxylase 1	Uxs1	chr1	43750231	43827708
100503192	3.05246633645982	-0.362590339540801	0.783034163999775	0.439940962260185	0	0	0	0.999997549918282	0.968265231708639	0.999639150901522	0	0	0	100503192	ADP-ribosylation factor 1-like	Gm19587	NA	NA	NA
22019	6.10282707348542	-0.131900795817256	0.539537671454501	0.743934579573438	0	0	0	0.99984141461211	0.992582469579429	0.8903668361223	0	0	0	22019	tripeptidyl peptidase II	Tpp2	chr1	43933994	43957003
75623	2.92764473319938	0.414572185267127	0.119191542835094	-0.047591314351771	0	0	0	0.991060045808732	0.999593713734118	0.999335461880707	0	0	0	75623	testis expressed 30	Tex30	chr1	44086617	44102343
72050	4.06407117005433	0.537238079968312	0.114495073843088	0.232113298175524	0	0	0	0.999847603996805	0.999999945384931	0.999994763504654	0	0	0	72050	KDEL (Lys-Asp-Glu-Leu) containing 1	Kdelc1	chr1	44106546	44118773
246229	4.03344314715329	0.0435566122588904	0.563344911579772	0.444627723061204	0	0	0	0.999998299455005	0.996008204117218	0.996595832619795	0	0	0	246229	basic, immunoglobulin-like variable motif containing	Bivm	chr1	44119162	44144771
22592	4.56787114626002	0.545862690920703	0.71377979566896	0.432296644164063	0	0	0	0.999930454617212	0.997572271327355	0.999967763639941	0	0	0	22592	excision repair cross-complementing rodent repair deficiency, complementation group 5	Ercc5	chr1	44147744	44178374
70676	2.42741353718909	0.411495810521287	1.00739323907541	0.184822264891405	0	0.0329318519199159	0	0.995395837688018	0.487089454528202	0.997606169796637	0	0	0	70676	GULP, engulfment adaptor PTB domain containing 1	Gulp1	chr1	44551671	44788874
12825	4.28702891025359	-7.47120990118571	-10.2795814464693	-12.0671232728075	-3.68307673259328	-5.33942036926378	-6.3358677677107	0.00129147246942828	5.26364304612655e-05	9.08583792187191e-06	-1	-1	-1	12825	collagen, type III, alpha 1	Col3a1	chr1	45311538	45325018
12832	2.9767397174998	0.519653229553426	-2.56706288218812	-4.25028347076866	0	-4.08132925370268	-8.55667469974579	0.813852707579168	0.000525938624041727	2.42708709103678e-07	0	-1	-1	12832	collagen, type V, alpha 2	Col5a2	chr1	45374331	45503282
73674	4.75025351988288	0.441108817970636	1.26310335644883	1.33886035571959	0	2.70339497463834	2.74337349368365	0.999978074153034	0.00837315051960151	0.00773465310914296	0	1	1	73674	WD repeat domain 75	Wdr75	chr1	45795501	45823613
433297	4.29133861879458	-0.34576717822027	-0.673960895126289	-0.875250488330627	0	0	0	0.999038166911401	0.967621879548968	0.737932985319713	0	0	0	433297	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle pseudogene	Gm5526	NA	NA	NA
53945	1.96004024257783	-0.356063225316128	1.63880875436052	0.96622716024666	0	3.48975290165088	0	0.999911498286069	0.00172467981247935	0.561965588890633	0	1	0	53945	solute carrier family 40 (iron-regulated transporter), member 1	Slc40a1	chr1	45908070	45925594
227058	3.85920627747395	-0.232402751280072	-2.35368311268565	2.20918368255602	0	-7.19371010431868	2.65945016073682	0.998532116044433	1.9023290566412e-06	0.00913629003856005	0	-1	1	227058	dynein, axonemal, heavy chain 7B	Dnah7b	chr1	46066738	46373550
100101919	2.74070227452985	-2.51468840256591	-4.50966525502963	0.819678496631213	-4.70932263693663	-11.4112131443983	0	0.000153388607897483	6.26196315741304e-09	0.621903147324276	-1	-1	0	100101919	dynein, axonemal, heavy chain 7C	Dnah7c	chr1	46425518	46807477
227059	5.32826650690836	0.926813098935668	0.468055391022235	1.61431952972021	0	0	3.07339527360215	0.671364167251512	0.998835146334246	0.00399585946457136	0	0	1	227059	solute carrier family 39 (zinc transporter), member 10	Slc39a10	chr1	46807544	46853509
56363	-0.929445662040516	0.783010304477487	-3.70916925919764	-3.00596808370468	0	-4.61195139853161	-2.96842809691727	0.6258175236741	0.000185710958460493	0.00495035267156568	0	-1	-1	56363	transmembrane protein with EGF-like and two follistatin-like domains 2	Tmeff2	chr1	50909962	50979920
20324	6.99882999520791	0.717177322078277	-0.403308040522895	1.29001128479025	0	0	2.40464619590175	0.986469056769383	0.999985296964177	0.0150392339810486	0	0	0	20324	caveolae associated 2	Cavin2	chr1	51289126	51302960
109019	5.01765143011847	-0.19200728768621	0.354076320107355	0.402523455994814	0	0	0	0.995350492985392	0.987439277879891	0.959876806727077	0	0	0	109019	nucleic acid binding protein 1	Nabp1	chr1	51466007	51478399
17912	6.51316703148408	-1.01453263499162	-1.6506879865585	-1.67435687361778	-0.14987218111889	-7.69548174513693	-6.9096776580315	0.441466622928892	8.6702960384387e-07	3.01170651908907e-06	0	-1	-1	17912	myosin IB	Myo1b	chr1	51749758	51915978
20849	-0.254529285044282	-2.25197278004328	-3.92393176839798	-0.216174067980726	-3.35122799338564	-8.57094965581542	0	0.00228164126741972	2.37603650627517e-07	0.941358404413373	-1	-1	0	20849	signal transducer and activator of transcription 4	Stat4	chr1	51987148	52107189
20846	6.03019068318913	-0.536837116243349	0.460055341951317	0.719002577582111	0	0	0	0.999957235116767	0.999997325731119	0.995500006797194	0	0	0	20846	signal transducer and activator of transcription 1	Stat1	chr1	52119438	52137852
14660	6.43088707564935	0.142614307875255	0.357603331790951	0.562114001672198	0	0	0	0.999359693374236	0.997747723256699	0.964071084265936	0	0	0	14660	glutaminase	Gls	chr1	52163450	52233232
17936	6.29382626067622	0.312013478283291	0.586712940484075	0.534291270366308	0	0	0	0.999255513421689	0.990670656913598	0.988729705765692	0	0	0	17936	Ngfi-A binding protein 1	Nab1	chr1	52455849	52500448
227094	3.94945958000458	0.0964437775760003	0.135881641532537	-0.964343697718117	0	0	0	0.999981092348375	0.999968033419539	0.58457387258734	0	0	0	227094	nuclear envelope integral membrane protein 2	Nemp2	chr1	52630705	52651919
98682	6.84885465172303	-0.329337588216655	0.165486766547562	0.411909515214821	0	0	0	0.999988674572588	0.999999814240464	0.999948242305961	0	0	0	98682	major facilitator superfamily domain containing 6	Mfsd6	chr1	52656305	52727318
16329	3.66675267294728	0.230045108636143	0.396459198065787	1.08695633348614	0	0	0.593958858089667	0.999999317925122	0.999987369739745	0.280852871496529	0	0	0	16329	inositol polyphosphate-1-phosphatase	Inpp1	chr1	52789420	52817688
227095	4.88528522078384	-0.74081287039813	-0.264508303410701	-0.162948790993281	0	0	0	0.965626540485452	0.999982364550309	0.999962097162927	0	0	0	227095	3-hydroxyisobutyryl-Coenzyme A hydrolase	Hibch	chr1	52845038	52860165
17700	-2.52797653685395	0.579205655610169	5.2304459648011	5.12994871705799	0	12.3137517443793	8.873927604118	0.959675186460955	2.29813108396557e-09	1.55732273814258e-07	0	1	1	17700	myostatin	Mstn	chr1	53061640	53068079
227099	1.7699034569717	0.507489880570169	1.56010905098812	1.06436214996236	0	2.52585687008569	0.239006310886454	0.991843101618378	0.0118786624551674	0.407226277532482	0	1	0	227099	PMS1 homolog 1, mismatch repair system component	Pms1	chr1	53189189	53297028
227102	4.03907551971108	-0.272003135208165	0.292695251248182	-0.714763061581258	0	0	0	0.999482009227873	0.999059343404102	0.914283203133794	0	0	0	227102	ORM1-like 1 (S. cerevisiae)	Ormdl1	chr1	53297095	53301953
72085	3.01376888813081	-0.145273041171032	-0.590177284870773	-1.21630212912463	0	0	-1.35228727652663	0.999974447211576	0.993596428759404	0.0985143698035163	0	0	0	72085	O-sialoglycoprotein endopeptidase-like 1	Osgepl1	chr1	53313624	53324064
70396	4.72463857494447	0.0877773943059088	0.368475945142354	0.0470653446362093	0	0	0	0.999999879397813	0.999993315702179	0.999999744255354	0	0	0	70396	asparagine synthetase domain containing 1	Asnsd1	chr1	53325507	53352752
627872	1.55663192902696	-4.63153455430238	-7.84191728065081	-2.51925841223281	-6.22852280993978	-12.2358699292477	-2.10111190098191	9.53065091606602e-06	2.56513545780761e-09	0.026907154149741	-1	-1	0	627872	dynein, axonemal, heavy chain 7A	Dnah7a	chr1	53397002	53706784
98267	4.38202825733351	-0.0380850970316082	0.0786762623558728	0.0710267246692133	0	0	0	0.999991919530234	0.999986394987935	0.999908219155703	0	0	0	98267	serine/threonine kinase 17b (apoptosis-inducing)	Stk17b	chr1	53755512	53785215
329152	0.332025201543944	-2.92274938310881	-7.89841502048354	-7.2294250505817	-2.08494393213761	-8.70369249055012	-7.60735153731193	0.0279870814095391	2.04290904028888e-07	1.02538351077893e-06	0	-1	-1	329152	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	Hecw2	chr1	53806874	54195034
78016	1.33439649708447	-3.9662013872871	-7.37434501422149	-1.99367130160572	-4.4175053606744	-10.102914695726	-1.16832410035005	0.000271977667400714	3.11080548456421e-08	0.132400174670913	-1	-1	0	78016	coiled-coil domain containing 150	Ccdc150	chr1	54250683	54278961
98488	3.95061589495488	0.0991930452120213	0.317021723135466	0.348577618678719	0	0	0	0.999990794092966	0.999828484323661	0.998274700695221	0	0	0	98488	general transcription factor IIIC, polypeptide 3	Gtf3c3	chr1	54395877	54439026
241062	3.17279823620207	0.0500712923238273	0.915794489100244	-0.323049383634908	0	0	0	0.999998865388296	0.704747334006476	0.999718937293683	0	0	0	241062	post-GPI attachment to proteins 1	Pgap1	chr1	54473000	54557684
329154	4.85904790552371	-0.627225958589181	-2.85962257306239	-1.31554085708331	0	-7.88804626552665	-1.07232966242417	0.904654527816337	6.46865780077074e-07	0.150561152931714	0	-1	0	329154	ankyrin repeat domain 44	Ankrd44	chr1	54645340	54926387
81898	8.4701956320858	0.272454301114259	0.438685887219879	0.487782136693612	0	0	0	0.999930411038533	0.999814311714816	0.998839789923172	0	0	0	81898	splicing factor 3b, subunit 1	Sf3b1	chr1	54985170	54991115
67876	5.90868515724247	0.456469706374835	0.674200452383763	0.951172244291625	0	0	0	0.972643259226218	0.908298238810456	0.567509718672091	0	0	0	67876	coenzyme Q10B	Coq10b	chr1	55052770	55072702
15510	6.5765086629022	-0.133883873739939	-0.196293167683112	0.168114713423626	0	0	0	0.999935126746588	0.999962370474051	0.99987405797916	0	0	0	15510	heat shock protein 1 (chaperonin)	Hspd1	chr1	55077834	55087932
15528	5.02212705927013	-0.0641039135741819	-0.623048623060739	-0.522684609785656	0	0	0	0.999968705448908	0.985319128550407	0.988449195858345	0	0	0	15528	heat shock protein 1 (chaperonin 10)	Hspe1	chr1	55088148	55091317
19070	5.53425287543082	0.041757131088854	0.784781429373496	0.469303152025776	0	0	0	0.999877690586276	0.851535634788345	0.981329540119972	0	0	0	19070	MOB family member 4, phocein	Mob4	chr1	55131245	55154899
74013	0.822964099450587	-1.31174216953677	-4.70174859088991	-6.48839691462405	-0.565840956646782	-8.17110057682573	-12.2773499356615	0.290501930806113	4.25695555639332e-07	2.4132729232836e-09	0	-1	-1	74013	raftlin family member 2	Rftn2	chr1	55170160	55204392
212679	2.67065062513625	0.0284119269418381	-0.0184829795892956	0.124896921974592	0	0	0	0.999999735239287	0.999999808138614	0.999966720629002	0	0	0	212679	methionine-tRNA synthetase 2 (mitochondrial)	Mars2	chr1	55237177	55240058
227120	0.145846054083024	1.19738386027076	-0.186769746600939	0.37024608074057	0.499202293633145	0	0	0.31259938063876	0.989404023896693	0.919274398537914	0	0	0	227120	phospholipase C-like 1	Plcl1	chr1	55405946	55754285
626009	2.13960945158421	-0.84594551871129	0.473307769644075	-1.74658069092598	0	0	-5.08703233736807	0.860501555890116	0.996662681526293	7.46321134985881e-05	0	0	-1	626009	Akr1b3 pseudogene	Gm6644	NA	NA	NA
212712	0.84162069261822	0.541254486334725	1.57014240743377	1.50164800486537	0	2.71542931407089	1.81077470350581	0.989407842644494	0.00817575811779448	0.0454859863045466	0	1	0	212712	special AT-rich sequence binding protein 2	Satb2	chr1	56793981	56971334
73467	2.55249998292364	-0.238398567709229	-0.0703914355377848	0.137488570834932	0	0	0	0.997851613688118	0.99952670696158	0.994108914938033	0	0	0	73467	RIKEN cDNA 1700066M21 gene	1700066M21Rik	chr1	57377620	57385422
68736	3.35171193514323	0.0875820682926256	-0.54355215620593	-0.0602199302465283	0	0	0	0.999982671628951	0.996402303640605	0.999904554963977	0	0	0	68736	tRNA-yW synthesizing protein 5	Tyw5	chr1	57388244	57406674
68115	3.7337334888867	-0.210110507396523	-0.184205933173869	-0.135592406137882	0	0	0	0.999999751607465	0.999999845032663	0.99999879678789	0	0	0	68115	matrix AAA peptidase interacting protein 1	Maip1	chr1	57406548	57415958
67198	4.4148975559541	-0.473911495477057	1.80040031729347	3.47940184072192	0	9.26957447213239	15.5810997237814	0.999995452878523	8.99719209772264e-08	9.50065034084449e-11	0	1	1	67198	spermatogenesis associated, serine-rich 2-like	Spats2l	chr1	57774861	57948397
51960	3.59834114260273	0.395839840892767	-0.142763134235015	0.0394075105834251	0	0	0	0.999951656208725	0.999999537346588	0.999998490430063	0	0	0	51960	potassium channel tetramerisation domain containing 18	Kctd18	chr1	57955101	57969524
68549	1.99232976303015	0.884453157420331	1.34718804206064	2.53967824242918	0	1.67981145314011	4.38568572380152	0.730441184278604	0.0572175613379386	0.000288063520634587	0	0	1	68549	shugoshin 2A	Sgo2a	chr1	57985340	58026277
11761	6.8723790704783	-0.811700221901669	-2.49708422968024	-0.800902471903419	0	-16.5872537746377	0	0.954417699171861	4.01602424333687e-11	0.958678780645703	0	-1	0	11761	aldehyde oxidase 1	Aox1	chr1	58029969	58106410
71724	8.82642229273976	-1.62317469313311	0.15728937458043	-0.791469715530038	-4.62741308928562	0	0	0.000179706909658164	0.999998877197386	0.936709369450948	-1	0	0	71724	aldehyde oxidase 3	Aox3	chr1	58113136	58200452
66882	7.10407605921112	0.124903678962484	0.594554418656914	0.565643981550721	0	0	0	0.999964517232828	0.994351568790815	0.991437275567301	0	0	0	66882	basic leucine zipper and W2 domains 1	Bzw1	chr1	58393097	58406548
12747	7.99842037688969	0.181498650623015	-0.0795710368539737	-0.378765756327014	0	0	0	0.999537385982437	0.999964881612102	0.996650686952945	0	0	0	12747	CDC-like kinase 1	Clk1	chr1	58411988	58415659
70225	3.78928994921477	0.00550499508006208	-0.201939036266686	-0.105007866782219	0	0	0	0.999999946607295	0.999995878107345	0.999987183429801	0	0	0	70225	peptidylprolyl isomerase (cyclophilin)-like 3	Ppil3	chr1	58430993	58445486
65102	3.83443155567481	-0.2237903604998	0.272382290639816	0.609404511320644	0	0	0	0.999999182434329	0.999997301369991	0.992593174296563	0	0	0	65102	Ngg1 interacting factor 3-like 1 (S. pombe)	Nif3l1	chr1	58445267	58462276
18393	4.43134301185943	0.0990559388400385	0.331005093641302	0.162295857950815	0	0	0	0.999996567459468	0.999930526609948	0.999952255429357	0	0	0	18393	origin recognition complex, subunit 2	Orc2	chr1	58462771	58501426
